"KZ730-GA6909_0_0_mapq10_noDup.bed" "Lit_ESC_H3K4me3_0_0_mapq10_noDup.bed" "Lit_naive_H3K4me3_0_0_mapq10_noDup.bed"
"17181" 1073 12 32
"17182" 1390 110 129
"17183" 184 0 1
"17184" 247 26 1
"17185" 96 5 0
"17186" 174 1 3
"17187" 74 0 1
"17188" 273 2 3
"17189" 124 1 1
"17190" 150 2 3
"17191" 1537 236 127
"17192" 90 2 1
"17193" 1112 74 123
"17194" 857 61 137
"17195" 149 0 3
"17196" 1248 115 137
"17197" 49 4 3
"17198" 65 0 2
"17199" 5 10 27
"17200" 213 15 4
"17201" 70 1 1
"17202" 1349 153 132
"17203" 88 0 2
"17204" 108 4 1
"17205" 12 1 30
"17206" 102 3 6
"17207" 1606 224 169
"17208" 923 79 57
"17209" 74 0 0
"17210" 127 0 7
"17211" 97 3 2
"17212" 617 25 13
"17213" 3 22 0
"17214" 544 0 4
"17215" 105 3 5
"17216" 7 8 23
"17217" 123 0 4
"17218" 773 29 103
"17219" 2 0 14
"17220" 562 14 37
"17221" 1166 162 96
"17222" 752 108 103
"17223" 893 99 65
"17224" 63 1 6
"17225" 50 1 21
"17226" 126 5 4
"17227" 84 1 7
"17228" 99 3 3
"17229" 233 0 3
"17230" 87 1 0
"17231" 358 2 0
"17232" 347 8 4
"17233" 157 3 2
"17234" 337 0 7
"17235" 1918 9 14
"17236" 99 1 3
"17237" 106 8 20
"17238" 2244 116 222
"17239" 687 26 19
"17240" 861 45 88
"17241" 816 46 55
"17242" 122 0 3
"17243" 64 4 1
"17244" 95 2 5
"17245" 220 18 25
"17246" 70 0 0
"17247" 146 6 11
"17248" 70 4 9
"17249" 105 0 4
"17250" 261 46 40
"17251" 1336 160 185
"17252" 39 84 207
"17253" 78 1 11
"17254" 133 0 15
"17255" 62 6 325
"17256" 774 100 107
"17257" 498 2 1
"17258" 1165 53 103
"17259" 97 4 2
"17260" 137 63 2
"17261" 28 48 10
"17262" 123 0 7
"17263" 754 90 91
"17264" 998 124 111
"17265" 84 3 3
"17266" 549 65 30
"17267" 300 12 200
"17268" 1209 102 157
"17269" 15 2 31
"17270" 19 31 5
"17271" 231 14 7
"17272" 2 18 3
"17273" 1651 335 18
"17274" 66 2 1
"17275" 733 91 82
"17276" 990 75 67
"17277" 995 154 100
"17278" 8 16 0
"17279" 92 0 4
"17280" 99 4 2
"17281" 105 3 7
"17282" 103 1 4
"17283" 14 23 2
"17284" 123 3 5
"17285" 293 3 7
"17286" 176 9 3
"17287" 4 17 4
"17288" 2050 6 10
"17289" 313 4 33
"17290" 18 30 65
"17291" 71 0 2
"17292" 74 14 512
"17293" 115 1 7
"17294" 126 4 4
"17295" 83 0 3
"17296" 74 0 1
"17297" 9 25 2
"17298" 291 0 7
"17299" 62 2 3
"17300" 538 45 55
"17301" 64 2 6
"17302" 1086 140 67
"17303" 2229 221 173
"17304" 139 1 2
"17305" 670 23 11
"17306" 879 6 14
"17307" 678 70 84
"17308" 362 57 146
"17309" 2 29 8
"17310" 21 3 54
"17311" 162 2 8
"17312" 92 1 11
"17313" 1098 148 140
"17314" 8 4 61
"17315" 49 84 110
"17316" 127 42 1
"17317" 485 18 59
"17318" 798 60 74
"17319" 624 37 109
"17320" 107 3 6
"17321" 9 27 43
"17322" 83 15 23
"17323" 71 84 20
"17324" 1177 162 90
"17325" 1861 204 70
"17326" 126 2 5
"17327" 942 55 63
"17328" 478 32 26
"17329" 1275 107 64
"17330" 149 3 10
"17331" 4 27 19
"17332" 870 103 11
"17333" 197 10 10
"17334" 333 20 55
"17335" 575 57 15
"17336" 737 15 8
"17337" 14 35 0
"17338" 171 51 6
"17339" 74 2 5
"17340" 332 15 28
"17341" 21 14 20
"17342" 9 42 3
"17343" 142 3 7
"17344" 21 78 7
"17345" 235 6 3
"17346" 23 114 8
"17347" 40 179 21
"17348" 1858 282 278
"17349" 7 0 33
"17350" 143 14 39
"17351" 2933 308 263
"17352" 1116 113 228
"17353" 911 120 136
"17354" 1532 256 163
"17355" 2335 196 226
"17356" 88 6 12
"17357" 3 1 33
"17358" 309 8 17
"17359" 677 75 86
"17360" 88 0 5
"17361" 131 7 1
"17362" 52 0 4
"17363" 5 69 9
"17364" 1331 115 178
"17365" 24 23 196
"17366" 20 1 67
"17367" 2 12 0
"17368" 1060 78 78
"17369" 1253 231 136
"17370" 12 51 15
"17371" 189 12 1
"17372" 1398 191 130
"17373" 761 96 80
"17374" 2154 189 243
"17375" 621 35 17
"17376" 112 10 1
"17377" 471 1 3
"17378" 12 35 11
"17379" 108 2 8
"17380" 1034 51 103
"17381" 413 26 50
"17382" 1162 88 9
"17383" 455 53 94
"17384" 29 74 12
"17385" 273 47 77
"17386" 59 0 34
"17387" 42 7 114
"17388" 363 23 105
"17389" 1057 80 69
"17390" 1239 152 97
"17391" 159 3 6
"17392" 602 58 60
"17393" 1160 76 56
"17394" 136 1 38
"17395" 193 1 5
"17396" 1586 36 63
"17397" 251 3 15
"17398" 197 4 18
"17399" 409 13 38
"17400" 2096 208 143
"17401" 780 75 75
"17402" 350 25 11
"17403" 838 59 62
"17404" 428 52 34
"17405" 468 7 25
"17406" 2639 140 415
"17407" 14 0 26
"17408" 165 1 6
"17409" 1349 215 78
"17410" 5 27 62
"17411" 1066 170 90
"17412" 79 45 323
"17413" 1415 4 36
"17414" 151 2 10
"17415" 72 6 5
"17416" 94 6 76
"17417" 379 9 997
"17418" 29 1 33
"17419" 453 4 22
"17420" 1491 144 100
"17421" 94 1 6
"17422" 90 1 10
"17423" 179 3 10
"17424" 333 67 45
"17425" 135 0 2
"17426" 59 0 0
"17427" 89 1 4
"17428" 8 15 1
"17429" 108 3 1
"17430" 123 0 3
"17431" 860 142 113
"17432" 113 96 35
"17433" 833 80 23
"17434" 2032 29 21
"17435" 548 31 73
"17436" 976 157 90
"17437" 1229 116 104
"17438" 118 2 12
"17439" 338 12 20
"17440" 123 1 7
"17441" 21 18 188
"17442" 13 4 27
"17443" 1232 159 189
"17444" 566 82 50
"17445" 99 10 27
"17446" 78 5 106
"17447" 461 81 20
"17448" 10 22 50
"17449" 1052 105 204
"17450" 5 20 3
"17451" 10 0 18
"17452" 559 24 35
"17453" 3 2 33
"17454" 21 4 212
"17455" 1066 88 141
"17456" 324 27 100
"17457" 26 3 54
"17458" 1491 98 189
"17459" 2454 58 43
"17460" 152 2 7
"17461" 65 0 5
"17462" 78 4 5
"17463" 802 35 35
"17464" 115 2 9
"17465" 730 57 104
"17466" 5 12 3
"17467" 1051 104 149
"17468" 709 58 139
"17469" 700 86 80
"17470" 1407 148 187
"17471" 16 1 41
"17472" 12 1 30
"17473" 4 6 26
"17474" 1721 52 49
"17475" 570 64 36
"17476" 151 4 9
"17477" 249 22 11
"17478" 904 82 71
"17479" 709 20 20
"17480" 763 66 93
"17481" 768 86 80
"17482" 1067 143 111
"17483" 154 3 10
"17484" 88 4 7
"17485" 833 72 81
"17486" 1114 100 91
"17487" 912 211 119
"17488" 689 1 98
"17489" 2107 177 87
"17490" 1602 157 240
"17491" 260 9 18
"17492" 327 5 20
"17493" 744 53 109
"17494" 149 7 5
"17495" 171 1 3
"17496" 159 5 5
"17497" 156 8 8
"17498" 657 36 64
"17499" 189 2 4
"17500" 119 1 1
"17501" 628 92 81
"17502" 956 73 31
"17503" 240 3 2
"17504" 339 2 1
"17505" 329 0 5
"17506" 14 16 3
"17507" 443 35 12
"17508" 5 23 1
"17509" 112 52 46
"17510" 592 68 67
"17511" 850 83 70
"17512" 593 23 50
"17513" 795 3 32
"17514" 1370 79 48
"17515" 675 6 7
"17516" 434 72 13
"17517" 869 63 111
"17518" 1183 177 150
"17519" 383 49 30
"17520" 2251 354 194
"17521" 62 4 1
"17522" 243 24 13
"17523" 255 8 15
"17524" 1548 201 121
"17525" 155 1 9
"17526" 992 73 77
"17527" 13 57 9
"17528" 882 44 16
"17529" 574 15 13
"17530" 361 16 12
"17531" 1079 105 79
"17532" 187 1 5
"17533" 200 16 2
"17534" 2582 61 6
"17535" 441 2 1
"17536" 99 1 5
"17537" 418 3 2
"17538" 8 21 1
"17539" 913 87 113
"17540" 3 18 2
"17541" 461 18 21
"17542" 1284 122 11
"17543" 835 98 73
"17544" 4 12 20
"17545" 1095 107 48
"17546" 26 41 1
"17547" 127 1 5
"17548" 421 62 50
"17549" 1331 63 155
"17550" 933 75 145
"17551" 2234 145 250
"17552" 1514 160 175
"17553" 2 18 3
"17554" 458 12 21
"17555" 244 7 8
"17556" 341 8 14
"17557" 83 45 547
"17558" 7 38 5
"17559" 1 6 57
"17560" 131 2 7
"17561" 1180 55 293
"17562" 290 2 6
"17563" 23 4 281
"17564" 3 28 13
"17565" 16 41 22
"17566" 1141 96 88
"17567" 67 1 3
"17568" 152 3 1
"17569" 106 2 2
"17570" 967 114 137
"17571" 5 19 1
"17572" 917 72 93
"17573" 717 70 63
"17574" 44 1 2
"17575" 128 3 4
"17576" 79 1 1
"17577" 95 2 4
"17578" 67 51 7
"17579" 160 14 4
"17580" 10 18 1
"17581" 227 6 11
"17582" 1558 233 234
"17583" 688 121 43
"17584" 1265 116 98
"17585" 6 1 20
"17586" 540 40 124
"17587" 146 3 2
"17588" 173 1 1
"17589" 13 0 25
"17590" 96 0 0
"17591" 801 139 70
"17592" 12 2 20
"17593" 10 15 0
"17594" 1589 174 91
"17595" 1538 15 6
"17596" 173 12 15
"17597" 199 3 2
"17598" 214 1 2
"17599" 324 0 2
"17600" 1357 70 46
"17601" 263 3 9
"17602" 25 83 8
"17603" 172 3 4
"17604" 9 15 13
"17605" 4 3 19
"17606" 1031 130 135
"17607" 756 73 87
"17608" 1314 142 109
"17609" 600 87 732
"17610" 19 2 23
"17611" 538 80 95
"17612" 1724 191 213
"17613" 1442 185 177
"17614" 1021 139 88
"17615" 95 2 11
"17616" 86 1 7
"17617" 125 0 2
"17618" 40 8 160
"17619" 869 101 39
"17620" 820 143 124
"17621" 95 8 4
"17622" 78 4 2
"17623" 150 1 1
"17624" 1111 125 109
"17625" 213 3 3
"17626" 149 2 10
"17627" 85 2 16
"17628" 5 25 5
"17629" 20 5 161
"17630" 646 70 149
"17631" 2102 338 369
"17632" 1250 115 172
"17633" 295 0 10
"17634" 324 2 5
"17635" 186 2 5
"17636" 171 0 8
"17637" 20 1 80
"17638" 1180 232 107
"17639" 542 33 70
"17640" 77 2 4
"17641" 646 55 75
"17642" 1294 99 163
"17643" 65 2 5
"17644" 808 118 111
"17645" 15 1 20
"17646" 62 2 3
"17647" 11 12 44
"17648" 3 1 19
"17649" 20 3 30
"17650" 1609 197 293
"17651" 1252 131 127
"17652" 1039 195 51
"17653" 2 38 3
"17654" 6 0 14
"17655" 464 5 29
"17656" 10 0 30
"17657" 87 2 4
"17658" 12 2 24
"17659" 81 0 2
"17660" 1784 89 144
"17661" 60 0 3
"17662" 3 0 16
"17663" 522 44 19
"17664" 210 119 67
"17665" 150 3 9
"17666" 236 73 14
"17667" 91 4 2
"17668" 3 24 35
"17669" 150 5 7
"17670" 1458 148 305
"17671" 10 2 40
"17672" 533 50 66
"17673" 66 3 45
"17674" 329 118 87
"17675" 911 37 37
"17676" 68 0 3
"17677" 57 0 3
"17678" 1306 132 140
"17679" 69 1 1
"17680" 1219 12 12
"17681" 86 3 1
"17682" 202 0 16
"17683" 62 1 0
"17684" 322 5 4
"17685" 73 4 0
"17686" 708 42 34
"17687" 7 1 23
"17688" 870 12 82
"17689" 96 0 0
"17690" 146 1 0
"17691" 114 3 2
"17692" 131 0 10
"17693" 3 21 7
"17694" 76 3 0
"17695" 103 0 1
"17696" 73 1 1
"17697" 177 1 0
"17698" 367 2 1
"17699" 1471 36 4
"17700" 137 1 0
"17701" 114 2 2
"17702" 68 1 0
"17703" 138 1 3
"17704" 31 22 89
"17705" 790 42 88
"17706" 146 3 2
"17707" 108 0 2
"17708" 98 0 2
"17709" 536 45 58
"17710" 0 12 17
"17711" 956 133 84
"17712" 1690 207 133
"17713" 9 28 0
"17714" 84 2 1
"17715" 1603 187 105
"17716" 149 0 6
"17717" 88 10 8
"17718" 114 2 5
"17719" 3 20 0
"17720" 69 3 9
"17721" 1249 302 145
"17722" 960 58 45
"17723" 61 0 0
"17724" 88 0 0
"17725" 82 2 7
"17726" 12 26 2
"17727" 71 1 4
"17728" 34 84 7
"17729" 121 2 1
"17730" 86 2 0
"17731" 10 2 22
"17732" 103 2 5
"17733" 274 1 3
"17734" 99 0 2
"17735" 6 14 3
"17736" 116 16 1
"17737" 28 24 148
"17738" 45 0 30
"17739" 1274 104 330
"17740" 860 43 55
"17741" 13 29 18
"17742" 799 76 81
"17743" 101 2 7
"17744" 7 35 20
"17745" 95 0 2
"17746" 174 4 10
"17747" 303 15 47
"17748" 242 1 10
"17749" 1330 69 23
"17750" 745 58 111
"17751" 26 3 52
"17752" 1006 57 126
"17753" 1380 193 174
"17754" 102 7 11
"17755" 42 5 214
"17756" 921 50 289
"17757" 819 28 118
"17758" 1085 161 216
"17759" 1219 207 97
"17760" 563 94 86
"17761" 1307 212 171
"17762" 887 81 88
"17763" 542 62 63
"17764" 93 3 6
"17765" 85 1 9
"17766" 138 2 4
"17767" 12 7 24
"17768" 1210 117 108
"17769" 149 0 8
"17770" 149 3 9
"17771" 859 59 53
"17772" 1461 147 52
"17773" 348 61 50
"17774" 2 17 6
"17775" 1053 137 155
"17776" 135 3 5
"17777" 0 37 7
"17778" 197 13 24
"17779" 479 37 35
"17780" 960 179 153
"17781" 170 1 8
"17782" 993 70 165
"17783" 12 17 174
"17784" 604 64 142
"17785" 1302 27 8
"17786" 599 15 135
"17787" 678 107 66
"17788" 839 29 75
"17789" 1035 57 134
"17790" 128 0 8
"17791" 1203 114 134
"17792" 532 47 75
"17793" 243 8 11
"17794" 325 15 24
"17795" 9 1 23
"17796" 871 74 38
"17797" 72 3 2
"17798" 157 2 5
"17799" 671 209 77
"17800" 1169 106 122
"17801" 179 1 4
"17802" 1171 46 21
"17803" 447 98 24
"17804" 118 95 48
"17805" 108 9 3
"17806" 695 177 142
"17807" 2 19 6
"17808" 110 0 5
"17809" 568 29 14
"17810" 1120 176 203
"17811" 1610 317 245
"17812" 19 2 14
"17813" 13 55 1
"17814" 68 5 3
"17815" 555 174 74
"17816" 780 110 133
"17817" 4 10 29
"17818" 3 44 15
"17819" 65 1 0
"17820" 87 0 1
"17821" 792 5 15
"17822" 1 1 25
"17823" 118 0 5
"17824" 1063 76 73
"17825" 24 20 14
"17826" 27 7 102
"17827" 76 56 431
"17828" 195 4 5
"17829" 38 5 149
"17830" 30 1 40
"17831" 919 180 147
"17832" 621 117 473
"17833" 803 95 76
"17834" 595 85 35
"17835" 5 11 72
"17836" 801 138 76
"17837" 18 10 114
"17838" 26 25 0
"17839" 67 4 3
"17840" 111 8 11
"17841" 127 6 6
"17842" 1 0 22
"17843" 1461 340 229
"17844" 128 29 8
"17845" 704 127 57
"17846" 109 4 10
"17847" 7 3 130
"17848" 14 2 68
"17849" 7 18 6
"17850" 4 3 59
"17851" 16 3 51
"17852" 14 1 44
"17853" 1 1 38
"17854" 819 57 419
"17855" 10 8 77
"17856" 684 139 154
"17857" 87 0 4
"17858" 1031 45 44
"17859" 266 2 9
"17860" 91 1 3
"17861" 76 3 5
"17862" 169 2 145
"17863" 465 87 102
"17864" 144 2 6
"17865" 176 4 9
"17866" 141 2 3
"17867" 53 2 0
"17868" 231 50 93
"17869" 3 51 1
"17870" 6 21 0
"17871" 705 95 36
"17872" 164 17 0
"17873" 562 31 61
"17874" 190 15 11
"17875" 9 5 22
"17876" 40 29 75
"17877" 820 54 200
"17878" 68 10 7
"17879" 226 2 9
"17880" 2 0 45
"17881" 67 0 4
"17882" 52 2 4
"17883" 367 42 15
"17884" 2 12 48
"17885" 6 0 40
"17886" 380 24 73
"17887" 800 198 107
"17888" 69 7 4
"17889" 474 45 164
"17890" 1178 71 302
"17891" 518 79 85
"17892" 17 32 12
"17893" 8 16 0
"17894" 65 1 4
"17895" 739 114 80
"17896" 638 93 111
"17897" 899 59 120
"17898" 6 16 0
"17899" 422 81 38
"17900" 750 157 145
"17901" 665 80 107
"17902" 781 73 64
"17903" 2550 380 79
"17904" 84 12 7
"17905" 218 5 10
"17906" 81 3 6
"17907" 189 21 19
"17908" 72 7 13
"17909" 288 7 113
"17910" 1373 182 348
"17911" 79 5 17
"17912" 323 49 67
"17913" 711 118 29
"17914" 781 119 102
"17915" 932 155 172
"17916" 618 228 93
"17917" 597 95 74
"17918" 99 0 3
"17919" 697 121 80
"17920" 1141 208 187
"17921" 873 148 212
"17922" 614 232 48
"17923" 7 4 27
"17924" 289 64 111
"17925" 433 80 97
"17926" 3 0 20
"17927" 937 217 83
"17928" 236 40 27
"17929" 17 63 11
"17930" 565 80 94
"17931" 577 81 131
"17932" 13 32 12
"17933" 306 46 22
"17934" 646 171 60
"17935" 578 132 58
"17936" 129 6 9
"17937" 1177 182 131
"17938" 342 42 34
"17939" 14 186 57
"17940" 842 135 72
"17941" 14 1 25
"17942" 120 1 9
"17943" 7 38 2
"17944" 99 1 4
"17945" 349 41 66
"17946" 13 0 28
"17947" 507 52 156
"17948" 730 49 178
"17949" 866 163 98
"17950" 805 162 176
"17951" 4 32 7
"17952" 579 40 99
"17953" 580 94 86
"17954" 69 0 0
"17955" 425 76 98
"17956" 1244 28 38
"17957" 120 0 4
"17958" 141 9 29
"17959" 13 30 1
"17960" 119 66 32
"17961" 520 35 55
"17962" 13 2 29
"17963" 1679 140 160
"17964" 223 1 4
"17965" 117 0 0
"17966" 575 52 39
"17967" 331 2 8
"17968" 1242 265 221
"17969" 829 122 68
"17970" 2 0 31
"17971" 180 3 12
"17972" 529 136 40
"17973" 8 37 59
"17974" 76 0 1
"17975" 2 49 55
"17976" 3 27 25
"17977" 10 44 14
"17978" 85 2 4
"17979" 272 34 23
"17980" 9 28 11
"17981" 44 5 0
"17982" 801 92 212
"17983" 985 104 104
"17984" 944 87 142
"17985" 3 18 0
"17986" 94 1 2
"17987" 78 1 3
"17988" 102 19 25
"17989" 60 2 2
"17990" 833 92 152
"17991" 789 100 106
"17992" 609 97 58
"17993" 1175 121 100
"17994" 982 57 0
"17995" 70 1 1
"17996" 57 1 1
"17997" 68 0 0
"17998" 126 0 0
"17999" 116 2 1
"18000" 165 0 0
"18001" 77 0 1
"18002" 78 5 1
"18003" 81 0 1
"18004" 661 46 143
"18005" 6 21 2
"18006" 730 48 45
"18007" 70 2 2
"18008" 1532 76 154
"18009" 375 2 1
"18010" 223 3 10
"18011" 554 53 71
"18012" 1082 144 105
"18013" 1415 122 38
"18014" 2 0 21
"18015" 180 3 7
"18016" 1157 121 150
"18017" 44 41 2
"18018" 556 32 45
"18019" 442 86 126
"18020" 112 1 1
"18021" 335 2 6
"18022" 1823 4 4
"18023" 133 0 1
"18024" 64 0 1
"18025" 174 0 2
"18026" 637 41 63
"18027" 84 1 0
"18028" 13 46 3
"18029" 246 1 3
"18030" 246 1 12
"18031" 1504 171 96
"18032" 83 4 2
"18033" 84 0 6
"18034" 22 18 112
"18035" 23 1 40
"18036" 5 0 18
"18037" 10 25 0
"18038" 16 19 0
"18039" 7 15 0
"18040" 580 387 46
"18041" 683 84 96
"18042" 664 66 96
"18043" 167 0 1
"18044" 143 0 1
"18045" 99 2 1
"18046" 117 0 2
"18047" 86 0 1
"18048" 3048 57 577
"18049" 105 0 2
"18050" 142 1 1
"18051" 133 1 1
"18052" 3 0 28
"18053" 193 0 16
"18054" 660 95 94
"18055" 66 8 32
"18056" 76 3 4
"18057" 4 18 3
"18058" 10 33 48
"18059" 165 1 3
"18060" 290 4 2
"18061" 64 2 2
"18062" 1402 156 61
"18063" 781 44 64
"18064" 954 121 59
"18065" 11 19 0
"18066" 747 108 107
"18067" 20 0 1
"18068" 882 158 86
"18069" 813 133 183
"18070" 151 1 4
"18071" 551 98 28
"18072" 35 28 0
"18073" 114 1 0
"18074" 9 48 1
"18075" 8 62 0
"18076" 6 15 1
"18077" 39 35 0
"18078" 12 42 12
"18079" 4 23 0
"18080" 17 102 1
"18081" 68 0 0
"18082" 236 42 4
"18083" 139 24 1
"18084" 2 17 0
"18085" 4 20 0
"18086" 5 28 1
"18087" 1 25 1
"18088" 450 50 0
"18089" 102 7 6
"18090" 123 0 0
"18091" 18 73 0
"18092" 2 19 0
"18093" 19 70 1
"18094" 35 52 16
"18095" 6 21 4
"18096" 630 72 24
"18097" 1106 125 198
"18098" 572 45 37
"18099" 865 131 159
"18100" 1208 168 108
"18101" 199 4 12
"18102" 402 22 27
"18103" 0 24 1
"18104" 1 26 0
"18105" 78 46 0
"18106" 65 5 0
"18107" 88 41 0
"18108" 0 15 0
"18109" 2 32 1
"18110" 2 13 0
"18111" 64 27 0
"18112" 7 19 1
"18113" 5 21 3
"18114" 2 2 32
"18115" 305 29 75
"18116" 411 47 29
"18117" 190 3 40
"18118" 704 108 60
"18119" 57 0 0
"18120" 1102 178 81
"18121" 13 94 39
"18122" 456 65 79
"18123" 2401 86 311
"18124" 59 0 0
"18125" 99 1 3
"18126" 79 3 3
"18127" 82 1 2
"18128" 72 1 1
"18129" 11 5 29
"18130" 84 2 2
"18131" 135 68 66
"18132" 67 1 1
"18133" 4 30 95
"18134" 123 7 1
"18135" 163 1 1
"18136" 53 0 1
"18137" 4 29 0
"18138" 8 97 4
"18139" 145 1 2
"18140" 884 243 98
"18141" 542 76 95
"18142" 652 28 91
"18143" 876 124 171
"18144" 76 2 1
"18145" 69 7 16
"18146" 84 0 1
"18147" 883 59 1
"18148" 215 3 1
"18149" 2 14 0
"18150" 704 22 164
"18151" 73 1 1
"18152" 4 16 0
"18153" 850 106 116
"18154" 173 1 4
"18155" 220 2 1
"18156" 1970 21 4
"18157" 96 1 1
"18158" 1350 87 7
"18159" 103 3 2
"18160" 709 79 73
"18161" 126 0 1
"18162" 1047 147 159
"18163" 58 1 2
"18164" 5 20 3
"18165" 659 40 41
"18166" 958 136 163
"18167" 839 108 64
"18168" 81 1 2
"18169" 92 2 0
"18170" 1358 57 34
"18171" 77 0 2
"18172" 81 0 4
"18173" 4 0 23
"18174" 18 2 94
"18175" 61 0 7
"18176" 88 3 21
"18177" 123 1 2
"18178" 1117 63 83
"18179" 83 1 0
"18180" 174 1 14
"18181" 77 1 2
"18182" 733 105 109
"18183" 1057 73 128
"18184" 1860 54 146
"18185" 12 9 23
"18186" 5 0 24
"18187" 77 0 1
"18188" 476 1 135
"18189" 19 5 182
"18190" 101 0 7
"18191" 699 118 81
"18192" 77 2 2
"18193" 79 1 0
"18194" 80 1 0
"18195" 1748 83 11
"18196" 271 1 2
"18197" 279 3 4
"18198" 69 0 2
"18199" 172 0 1
"18200" 358 6 3
"18201" 4 39 2
"18202" 1300 114 137
"18203" 1146 40 67
"18204" 67 2 4
"18205" 198 3 2
"18206" 79 0 5
"18207" 68 2 1
"18208" 91 0 2
"18209" 43 92 102
"18210" 1711 138 322
"18211" 20 1 31
"18212" 83 1 7
"18213" 52 0 1
"18214" 208 15 26
"18215" 139 3 4
"18216" 252 0 0
"18217" 72 1 0
"18218" 64 1 1
"18219" 136 4 1
"18220" 62 0 2
"18221" 1987 51 122
"18222" 77 0 2
"18223" 103 0 2
"18224" 381 1 22
"18225" 77 0 1
"18226" 178 0 2
"18227" 111 0 0
"18228" 66 1 0
"18229" 214 1 0
"18230" 78 0 1
"18231" 73 4 34
"18232" 885 126 176
"18233" 62 3 0
"18234" 2064 184 206
"18235" 11 0 26
"18236" 1273 141 134
"18237" 552 68 46
"18238" 94 0 2
"18239" 153 2 13
"18240" 83 0 0
"18241" 61 0 1
"18242" 210 1 2
"18243" 126 0 1
"18244" 78 1 0
"18245" 885 133 117
"18246" 8 19 2
"18247" 688 49 87
"18248" 7 44 2
"18249" 316 1 2
"18250" 399 1 5
"18251" 82 2 2
"18252" 6 26 1
"18253" 74 0 1
"18254" 109 2 1
"18255" 67 0 1
"18256" 97 0 0
"18257" 580 87 7
"18258" 68 0 2
"18259" 68 0 1
"18260" 98 0 1
"18261" 123 6 1
"18262" 102 1 0
"18263" 119 2 1
"18264" 132 1 2
"18265" 67 0 1
"18266" 104 2 1
"18267" 5671 58 12
"18268" 939 12 3
"18269" 120 0 1
"18270" 112 2 2
"18271" 68 0 1
"18272" 116 1 1
"18273" 1484 51 10
"18274" 124 0 2
"18275" 114 3 0
"18276" 106 0 2
"18277" 70 2 0
"18278" 949 113 90
"18279" 490 42 118
"18280" 9 39 4
"18281" 1531 197 160
"18282" 322 4 5
"18283" 162 2 6
"18284" 1574 165 152
"18285" 303 20 37
"18286" 93 1 10
"18287" 9 0 70
"18288" 715 80 38
"18289" 468 57 66
"18290" 90 0 2
"18291" 327 34 26
"18292" 217 10 1
"18293" 137 5 1
"18294" 91 0 1
"18295" 277 3 2
"18296" 1440 172 95
"18297" 1023 101 210
"18298" 236 0 2
"18299" 10 5 26
"18300" 155 1 6
"18301" 111 0 4
"18302" 190 1 14
"18303" 97 2 8
"18304" 134 0 1
"18305" 171 0 4
"18306" 120 2 1
"18307" 146 1 1
"18308" 8 22 0
"18309" 719 58 3
"18310" 270 1 0
"18311" 87 1 2
"18312" 115 1 2
"18313" 133 0 1
"18314" 101 1 0
"18315" 63 11 6
"18316" 141 3 7
"18317" 194 10 31
"18318" 961 134 95
"18319" 72 0 1
"18320" 143 12 5
"18321" 85 0 0
"18322" 295 0 1
"18323" 857 41 145
"18324" 802 66 107
"18325" 861 90 72
"18326" 194 2 13
"18327" 1055 98 86
"18328" 75 0 2
"18329" 1046 122 65
"18330" 699 75 97
"18331" 41 7 6
"18332" 971 68 160
"18333" 1109 137 163
"18334" 62 1 2
"18335" 863 8 78
"18336" 707 140 323
"18337" 82 3 2
"18338" 2 4 36
"18339" 37 45 1
"18340" 521 67 70
"18341" 508 71 61
"18342" 165 1 2
"18343" 137 0 2
"18344" 488 52 87
"18345" 67 1 2
"18346" 8 14 0
"18347" 119 1 0
"18348" 940 33 6
"18349" 68 1 2
"18350" 2 25 119
"18351" 2 16 2
"18352" 486 73 99
"18353" 94 2 0
"18354" 100 3 3
"18355" 1188 122 177
"18356" 565 72 111
"18357" 809 205 118
"18358" 920 69 137
"18359" 1104 137 182
"18360" 82 3 0
"18361" 56 0 0
"18362" 191 0 0
"18363" 246 53 26
"18364" 1743 148 265
"18365" 596 59 97
"18366" 1263 194 171
"18367" 511 100 63
"18368" 67 0 2
"18369" 85 2 5
"18370" 98 30 39
"18371" 61 0 0
"18372" 92 0 3
"18373" 54 0 0
"18374" 107 1 3
"18375" 110 1 0
"18376" 101 1 0
"18377" 56 0 2
"18378" 71 1 1
"18379" 167 0 0
"18380" 141 4 3
"18381" 110 0 0
"18382" 619 122 118
"18383" 494 90 53
"18384" 1130 238 145
"18385" 1206 184 168
"18386" 397 26 61
"18387" 495 55 103
"18388" 846 105 159
"18389" 575 94 113
"18390" 390 31 25
"18391" 369 35 51
"18392" 1411 193 235
"18393" 58 1 2
"18394" 58 1 46
"18395" 62 0 2
"18396" 243 3 9
"18397" 31 1 41
"18398" 87 2 60
"18399" 558 4 6
"18400" 250 2 12
"18401" 490 52 57
"18402" 53 2 2
"18403" 1078 84 100
"18404" 771 83 87
"18405" 3 4 62
"18406" 1006 103 34
"18407" 803 105 69
"18408" 70 1 1
"18409" 554 68 104
"18410" 2 0 84
"18411" 12 2 19
"18412" 133 0 0
"18413" 72 22 8
"18414" 524 57 114
"18415" 104 3 3
"18416" 161 2 2
"18417" 111 0 1
"18418" 125 1 4
"18419" 53 0 0
"18420" 1276 92 98
"18421" 616 75 102
"18422" 893 49 113
"18423" 827 168 87
"18424" 1 1 18
"18425" 1188 268 217
"18426" 930 105 142
"18427" 819 71 13
"18428" 928 72 97
